row,absolute_window_start,agreement_fraction,all_five_agree,at_least_four_agree,selected_pair_unique_count,max_probability_variance,selected_pair_error_variance,modal_pair
196,10996,0.8,False,True,2,0.00024053097572350525,9.487551439807617e-05,DLinear+ModernTCN
197,10997,0.8,False,True,2,0.00024392442001820667,6.1583908703291e-05,DLinear+ModernTCN
198,10998,0.8,False,True,2,0.0002470441959243175,9.238630422178317e-05,DLinear+ModernTCN
199,10999,0.8,False,True,2,0.00025035743910978064,2.93404801027819e-05,DLinear+ModernTCN
200,11000,0.8,False,True,2,0.00025418893534588703,1.4406307403902474e-05,DLinear+ModernTCN
201,11001,0.8,False,True,2,0.00025477690962588895,7.219485167414774e-05,DLinear+ModernTCN
202,11002,0.8,False,True,2,0.0002586917837748359,5.051057232563494e-05,DLinear+ModernTCN
203,11003,0.8,False,True,2,0.0002597521529889768,2.2201010738740477e-05,DLinear+ModernTCN
204,11004,0.8,False,True,2,0.0002633476680161984,1.94332658640306e-05,DLinear+ModernTCN
205,11005,0.8,False,True,2,0.0002646533188869959,3.9368122234151315e-05,DLinear+ModernTCN
206,11006,0.8,False,True,2,0.0002679190523334185,5.259922394632356e-05,DLinear+ModernTCN
207,11007,0.8,False,True,2,0.00026629836030375384,1.5213234873137085e-05,DLinear+ModernTCN
208,11008,0.8,False,True,2,0.0002687587773121258,0.00010365405223215162,DLinear+ModernTCN
209,11009,0.8,False,True,2,0.00027322378607642857,1.2778897348653118e-06,DLinear+ModernTCN
210,11010,0.8,False,True,2,0.0002703578810283247,1.1324094750797542e-05,DLinear+ModernTCN
211,11011,0.8,False,True,2,0.000270866223053332,1.4704105746119465e-05,DLinear+ModernTCN
212,11012,0.8,False,True,2,0.00027036393999471995,1.1324057835793153e-06,DLinear+ModernTCN
213,11013,0.8,False,True,2,0.00026950250620085827,1.719251016766066e-05,DLinear+ModernTCN
214,11014,0.8,False,True,2,0.0002723136178421548,0.00011620327455602818,DLinear+ModernTCN
215,11015,0.8,False,True,2,0.00027393454217637724,8.269617198411794e-05,DLinear+ModernTCN
216,11016,0.8,False,True,2,0.0002778102839915952,0.00019676306844772286,DLinear+ModernTCN
217,11017,0.8,False,True,2,0.00028291169561972757,0.00013776306765066697,DLinear+ModernTCN
218,11018,0.8,False,True,2,0.0002853739687486012,9.461733311724174e-06,DLinear+ModernTCN
219,11019,0.8,False,True,2,0.00029044248487780416,3.317268094406245e-05,DLinear+ModernTCN
220,11020,0.8,False,True,2,0.0002936109265527698,5.613453169104332e-06,DLinear+ModernTCN
221,11021,0.8,False,True,2,0.0002979749259346321,1.8304520280310045e-06,DLinear+ModernTCN
222,11022,0.8,False,True,2,0.0003006508929163409,1.5159764391370345e-05,DLinear+ModernTCN
223,11023,0.8,False,True,2,0.00030092762331589644,6.687941839246036e-05,DLinear+ModernTCN
224,11024,0.8,False,True,2,0.00030646037758939924,8.537597437907607e-07,DLinear+ModernTCN
225,11025,0.8,False,True,2,0.00030901106379829454,9.744405546157964e-05,DLinear+ModernTCN
226,11026,0.8,False,True,2,0.0003166348118093332,1.4613279727768713e-05,DLinear+ModernTCN
227,11027,0.8,False,True,2,0.0003232659782528202,5.978618906965494e-05,DLinear+ModernTCN
228,11028,0.8,False,True,2,0.00032769506656936897,5.832668360255866e-05,DLinear+ModernTCN
229,11029,0.8,False,True,2,0.0003286636048580682,8.641539443715375e-05,DLinear+ModernTCN
230,11030,0.8,False,True,2,0.00032909762367609117,1.702033814638071e-05,DLinear+ModernTCN
231,11031,0.8,False,True,2,0.0003307223786417701,2.8090477144360193e-07,DLinear+ModernTCN
232,11032,0.8,False,True,2,0.0003270110246939595,1.2370350304991007e-05,DLinear+ModernTCN
233,11033,0.8,False,True,2,0.0003221332835712331,2.588502981382134e-07,DLinear+ModernTCN
234,11034,0.8,False,True,2,0.00031598787025583164,8.210846883685008e-06,DLinear+ModernTCN
235,11035,0.8,False,True,2,0.0003055055102920611,1.9650062975848925e-05,DLinear+ModernTCN
236,11036,0.8,False,True,2,0.00029733747822854536,7.722349628238589e-06,DLinear+ModernTCN
237,11037,0.8,False,True,2,0.00028884134193246424,3.852789850498083e-06,DLinear+ModernTCN
238,11038,0.8,False,True,2,0.0002864232120760235,1.6722145671934642e-05,DLinear+ModernTCN
239,11039,0.8,False,True,2,0.00028122054134009037,0.0004488827169558363,DLinear+ModernTCN
240,11040,0.8,False,True,2,0.00027386535338314033,1.3026613775224405e-05,DLinear+ModernTCN
241,11041,0.8,False,True,2,0.0002706177225196704,6.484906139551327e-05,DLinear+ModernTCN
242,11042,0.8,False,True,2,0.00026764125239969516,1.5582633824493542e-05,DLinear+ModernTCN
243,11043,0.8,False,True,2,0.0002667327282154375,0.000107506825447814,DLinear+ModernTCN
244,11044,0.8,False,True,2,0.0002659472985761191,2.3104053092914967e-05,DLinear+ModernTCN
245,11045,0.8,False,True,2,0.00026365264418144464,4.550858293441707e-06,DLinear+ModernTCN
246,11046,0.8,False,True,2,0.00026223546801963594,1.607501600631167e-05,DLinear+ModernTCN
247,11047,0.8,False,True,2,0.00026116029522439633,6.55644669578237e-06,DLinear+ModernTCN
248,11048,0.8,False,True,2,0.0002601696467913506,4.837672666013759e-06,DLinear+ModernTCN
249,11049,0.8,False,True,2,0.0002599638924552039,6.381652267975824e-05,DLinear+ModernTCN
250,11050,0.8,False,True,2,0.0002620823110018655,3.036659620647697e-08,DLinear+ModernTCN
251,11051,0.8,False,True,2,0.0002646719559348476,1.8977665264685585e-06,DLinear+ModernTCN
252,11052,0.8,False,True,2,0.0002648859616567556,2.761544067340083e-06,DLinear+ModernTCN
253,11053,0.8,False,True,2,0.00026612799925644024,0.0001960718974232023,DLinear+ModernTCN
254,11054,0.8,False,True,2,0.0002669351686293986,0.00016183071862574394,DLinear+ModernTCN
255,11055,0.8,False,True,2,0.0002641744326207096,0.00010971920968373184,DLinear+ModernTCN
256,11056,0.8,False,True,2,0.0002610311469982918,4.59869114877165e-06,DLinear+ModernTCN
257,11057,0.8,False,True,2,0.0002608671533214846,2.0094799061212144e-05,DLinear+ModernTCN
258,11058,0.8,False,True,2,0.00025747217266799185,9.170660211012206e-05,DLinear+ModernTCN
259,11059,0.8,False,True,2,0.00025350467596139124,1.5579257160425186e-06,DLinear+ModernTCN
260,11060,0.8,False,True,2,0.00024624078136810114,1.1948732633335624e-05,DLinear+ModernTCN
261,11061,0.8,False,True,2,0.0002446429104340808,2.0626994544414856e-05,DLinear+ModernTCN
262,11062,0.8,False,True,2,0.00024574344189455034,2.7670738433371867e-06,DLinear+ModernTCN
263,11063,0.8,False,True,2,0.00023766283595755055,4.249955943524952e-05,DLinear+ModernTCN
264,11064,0.8,False,True,2,0.0002353058204769809,2.50532672124848e-05,DLinear+ModernTCN
265,11065,0.8,False,True,2,0.000234287840714984,0.00020755726796380715,DLinear+ModernTCN
266,11066,0.8,False,True,2,0.0002320288329002196,0.00017065851870498252,DLinear+ModernTCN
267,11067,0.8,False,True,2,0.000233464430313326,4.835027410084792e-05,DLinear+ModernTCN
268,11068,0.8,False,True,2,0.00023182945289454082,2.7571084810098513e-05,DLinear+ModernTCN
269,11069,0.8,False,True,2,0.00023128876456327777,9.152544112680516e-06,DLinear+ModernTCN
270,11070,0.8,False,True,2,0.00023308781619006073,1.3481496807798974e-10,DLinear+ModernTCN
271,11071,0.8,False,True,2,0.00022916282119217257,7.842935989543776e-06,DLinear+ModernTCN
272,11072,0.8,False,True,2,0.0002254061000875218,1.922462241111589e-05,DLinear+ModernTCN
273,11073,0.8,False,True,2,0.00022790864783036824,4.496447820798721e-06,DLinear+ModernTCN
274,11074,0.8,False,True,2,0.00023111730944401997,4.833845341636333e-06,DLinear+ModernTCN
275,11075,0.8,False,True,2,0.00022802240421363252,3.8635140562348624e-06,DLinear+ModernTCN
276,11076,0.8,False,True,2,0.00022906576577192084,2.8063063082441887e-05,DLinear+ModernTCN
277,11077,0.8,False,True,2,0.00022753626535862992,5.181875461857998e-05,DLinear+ModernTCN
278,11078,0.8,False,True,2,0.00022418330774756965,2.483488257340127e-05,DLinear+ModernTCN
279,11079,0.8,False,True,2,0.00021876077496369106,4.089609558519669e-06,DLinear+ModernTCN
280,11080,0.8,False,True,2,0.00021848375235414608,1.6698462573572215e-07,DLinear+ModernTCN
281,11081,0.8,False,True,2,0.00022012554280115282,0.00010541119515949048,DLinear+ModernTCN
282,11082,0.8,False,True,2,0.00021779575858218436,2.3204149673716756e-05,DLinear+ModernTCN
283,11083,0.8,False,True,2,0.0002133681400747456,2.0002244019821093e-05,DLinear+ModernTCN
