state_index,expert,expert_index,predicted_score,true_negative_mae,true_mae
52,DLinear,0,1.6715664863586426,-0.5923384428024292,0.5923384428024292
52,iTransformer,2,-0.34305357933044434,-0.6085742115974426,0.6085742115974426
52,ModernTCN,4,0.0577910915017128,-0.593706488609314,0.593706488609314
53,DLinear,0,1.376407265663147,-0.5923384428024292,0.5923384428024292
53,TimesNet,3,0.44202035665512085,-0.654617428779602,0.654617428779602
53,ModernTCN,4,0.02379826456308365,-0.593706488609314,0.593706488609314
54,PatchTST,1,0.2988375127315521,-0.5599779486656189,0.5599779486656189
54,iTransformer,2,-0.45266735553741455,-0.6085742115974426,0.6085742115974426
54,TimesNet,3,0.1686142534017563,-0.654617428779602,0.654617428779602
55,PatchTST,1,0.3459395468235016,-0.5599779486656189,0.5599779486656189
55,iTransformer,2,-0.4787881672382355,-0.6085742115974426,0.6085742115974426
55,ModernTCN,4,-0.1609775722026825,-0.593706488609314,0.593706488609314
56,PatchTST,1,0.2986997663974762,-0.5599779486656189,0.5599779486656189
56,TimesNet,3,0.24302710592746735,-0.654617428779602,0.654617428779602
56,ModernTCN,4,-0.11123333126306534,-0.593706488609314,0.593706488609314
57,iTransformer,2,-0.4350878894329071,-0.6085742115974426,0.6085742115974426
57,TimesNet,3,0.2656547427177429,-0.654617428779602,0.654617428779602
57,ModernTCN,4,-0.10077636688947678,-0.593706488609314,0.593706488609314
58,DLinear,0,1.5254004001617432,-0.5923384428024292,0.5923384428024292
58,PatchTST,1,0.37932875752449036,-0.5599779486656189,0.5599779486656189
58,iTransformer,2,-0.41036418080329895,-0.6085742115974426,0.6085742115974426
58,TimesNet,3,0.3017011880874634,-0.654617428779602,0.654617428779602
59,DLinear,0,1.7372794151306152,-0.5923384428024292,0.5923384428024292
59,PatchTST,1,0.3631429672241211,-0.5599779486656189,0.5599779486656189
59,iTransformer,2,-0.3919146955013275,-0.6085742115974426,0.6085742115974426
59,ModernTCN,4,0.027755506336688995,-0.593706488609314,0.593706488609314
60,DLinear,0,1.4337780475616455,-0.5923384428024292,0.5923384428024292
60,PatchTST,1,0.36482253670692444,-0.5599779486656189,0.5599779486656189
60,TimesNet,3,0.45185863971710205,-0.654617428779602,0.654617428779602
60,ModernTCN,4,0.057545699179172516,-0.593706488609314,0.593706488609314
61,DLinear,0,1.4913636445999146,-0.5923384428024292,0.5923384428024292
61,iTransformer,2,-0.39462727308273315,-0.6085742115974426,0.6085742115974426
61,TimesNet,3,0.39879435300827026,-0.654617428779602,0.654617428779602
61,ModernTCN,4,0.04038167744874954,-0.593706488609314,0.593706488609314
62,PatchTST,1,0.30141595005989075,-0.5599779486656189,0.5599779486656189
62,iTransformer,2,-0.42661017179489136,-0.6085742115974426,0.6085742115974426
62,TimesNet,3,0.2762123942375183,-0.654617428779602,0.654617428779602
62,ModernTCN,4,-0.08867239207029343,-0.593706488609314,0.593706488609314
63,DLinear,0,1.5861698389053345,-0.5923384428024292,0.5923384428024292
63,PatchTST,1,0.3771299421787262,-0.5599779486656189,0.5599779486656189
